,Twitter,NPS
8024,I Love my credit card,1
8025,I hate that service in this bank,0
8026,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
8027,Amazing things are possible when we work together towards a better future!. .,2
8028,Just nice.,0
8029,Just nice.,2
8030,Wow,2
8031,Just nice.,2
8032,Omg so much fun with everyone,0
8033,Very strange,2
8034,I’m really enjoying Black Card,2
8035,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8036,I Love my credit card,2
8037,Such good news,1
8038,Just nice.,2
8039,This was amazing.,2
8040,It is a no coincidence,1
8041,I Love my credit card,0
8042,Just nice.,2
8043,something,2
8044,Just nice.,2
8045,I Love my credit card,2
8046,Just nice.,2
8047,I spent a couple of hours doing payment,0
8048,Ok I am LOVING THIS,2
8049,I hate that service in this bank,0
8050,I hate the mobile app it doesn’t work very well,0
8051,I Love my credit card,2
8052,Appreciated you attention in the contact center,0
8053,Appreciate the conversations  and actions brought together in new things with your products and service.,2
8054,Ok I am LOVING THIS,0
8055,Ok I am LOVING THIS,2
8056,As amazing of this is,1
8057,As extremely amazing as this is,1
8058,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
8059,I Love my credit card,2
8060,I Love my credit card,0
8061,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
8062,Amazing things are possible when we work together towards a better future!. .,2
8063,Just nice.,2
8064,Just nice.,1
8065,Wow,2
8066,Just nice.,2
8067,Omg so much fun with everyone,0
8068,Very strange,2
8069,I’m really enjoying Black Card,0
8070,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8071,I Love my credit card,2
8072,Such good news,2
8073,Just nice.,2
8074,This was amazing.,2
8075,It is a no coincidence,2
8076,I Love my credit card,0
8077,Just nice.,2
8078,something,2
8079,Just nice.,2
8080,I Love my credit card,2
8081,Just nice.,0
8082,I spent a couple of hours doing payment,2
8083,I hate the ebanking I prefer mobile app,0
8084,I hate that service in this bank,0
8085,Ok I am LOVING THIS,2
8086,I Love my credit card,2
8087,Appreciated you attention in the contact center,1
8088,Appreciate the conversations  and actions brought together in new things with your products and service.,2
8089,Ok I am LOVING THIS,1
8090,Ok I am LOVING THIS,0
8091,As amazing of this is,2
8092,As extremely amazing as this is,2
8093,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
8094,I Love my credit card,2
8095,I Love my credit card,2
8096,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
8097,Amazing things are possible when we work together towards a better future!. .,2
8098,Just nice.,2
8099,Just nice.,2
8100,Wow,2
8101,Just nice.,2
8102,Omg so much fun with everyone,2
8103,Very strange,2
8104,I’m really enjoying Black Card,1
8105,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8106,I Love my credit card,2
8107,Such good news,2
8108,Just nice.,2
8109,This was amazing.,2
8110,It is a no coincidence,0
8111,I Love my credit card,2
8112,Just nice.,2
8113,something,2
8114,Just nice.,2
8115,I Love my credit card,2
8116,Just nice.,2
8117,I spent a couple of hours doing payment,0
8118,Ok I am LOVING THIS,1
8119,Ok I am LOVING THIS,2
8120,Ok I am LOVING THIS,2
8121,I Love my credit card,2
8122,Appreciated you attention in the contact center,0
8123,Appreciate the conversations  and actions brought together in new things with your products and service.,2
8124,Ok I am LOVING THIS,1
8125,Ok I am LOVING THIS,0
8126,As amazing of this is,2
8127,As extremely amazing as this is,2
8128,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,1
8129,I Love my credit card,2
8130,I Love my credit card,2
8131,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",0
8132,Amazing things are possible when we work together towards a better future!. .,1
8133,Just nice.,1
8134,Just nice.,2
8135,Wow,2
8136,Just nice.,2
8137,Omg so much fun with everyone,0
8138,Very strange,2
8139,I’m really enjoying Black Card,1
8140,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8141,I Love my credit card,1
8142,Such good news,2
8143,Just nice.,0
8144,This was amazing.,1
8145,It is a no coincidence,2
8146,I hate that service in this bank,0
8147,Just nice.,2
8148,something,2
8149,Just nice.,2
8150,I Love my credit card,2
8151,Just nice.,1
8152,I spent a couple of hours doing payment,0
8153,Ok I am LOVING THIS,0
8154,Ok I am LOVING THIS,2
8155,Ok I am LOVING THIS,2
8156,I Love my credit card,2
8157,Appreciated you attention in the contact center,2
8158,Appreciate the conversations  and actions brought together in new things with your products and service.,0
8159,Ok I am LOVING THIS,1
8160,Ok I am LOVING THIS,2
8161,As amazing of this is,2
8162,As extremely amazing as this is,1
8163,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
8164,I Love my credit card,0
8165,I Love my credit card,2
8166,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
8167,Amazing things are possible when we work together towards a better future!. .,2
8168,Just nice.,2
8169,Just nice.,2
8170,Wow,2
8171,Just nice.,2
8172,Omg so much fun with everyone,2
8173,Very strange,2
8174,I’m really enjoying Black Card,0
8175,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
8176,I Love my credit card,1
8177,Such good news,2
8178,Just nice.,2
8179,This was amazing.,2
8180,It is a no coincidence,2
8181,I Love my credit card,1
8182,Just nice.,0
8183,something,2
8184,Just nice.,1
8185,I Love my credit card,2
8186,Just nice.,1
8187,I spent a couple of hours doing payment,2
8188,I hate the ebanking I prefer mobile app,0
8189,Ok I am LOVING THIS,1
8190,I hate the mobile app it doesn’t work very well,0
8191,I Love my credit card,2
8192,Appreciated you attention in the contact center,0
8193,Appreciate the conversations  and actions brought together in new things with your products and service.,0
8194,Ok I am LOVING THIS,2
8195,Ok I am LOVING THIS,1
8196,As amazing of this is,2
8197,As extremely amazing as this is,1
8198,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
8199,I Love my credit card,2
8200,I Love my credit card,1
8201,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
8202,Amazing things are possible when we work together towards a better future!. .,2
8203,Just nice.,2
8204,Just nice.,2
8205,Wow,2
8206,Just nice.,2
8207,Omg so much fun with everyone,0
8208,Very strange,2
8209,I’m really enjoying Black Card,2
8210,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
8211,I Love my credit card,2
8212,Such good news,1
8213,Just nice.,2
8214,This was amazing.,0
8215,It is a no coincidence,2
8216,I Love my credit card,2
8217,Just nice.,1
8218,something,2
8219,Just nice.,2
8220,I Love my credit card,2
8221,Just nice.,1
8222,I spent a couple of hours doing payment,2
8223,Ok I am LOVING THIS,2
8224,Ok I am LOVING THIS,2
8225,I hate the mobile app it doesn’t work very well,0
8226,I Love my credit card,2
8227,Appreciated you attention in the contact center,0
8228,Appreciate the conversations  and actions brought together in new things with your products and service.,0
8229,Ok I am LOVING THIS,2
8230,Ok I am LOVING THIS,2
8231,As amazing of this is,2
8232,As extremely amazing as this is,2
8233,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
8234,I Love my credit card,2
8235,I hate that service in this bank,0
8236,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
8237,Amazing things are possible when we work together towards a better future!. .,2
8238,Just nice.,2
8239,Just nice.,2
8240,Wow,1
8241,Just nice.,1
8242,Omg so much fun with everyone,2
8243,Very strange,2
8244,I’m really enjoying Black Card,2
8245,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8246,I Love my credit card,2
8247,Such good news,2
8248,Just nice.,1
8249,This was amazing.,2
8250,It is a no coincidence,2
8251,I Love my credit card,2
8252,Just nice.,0
8253,something,2
8254,Just nice.,2
8255,I Love my credit card,1
8256,Just nice.,2
8257,I spent a couple of hours doing payment,0
8258,Ok I am LOVING THIS,2
8259,I’m really enjoying Black Card,2
8260,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
8261,I Love my credit card,1
8262,Such good news,2
8263,Just nice.,2
8264,This was amazing.,2
8265,It is a no coincidence,0
8266,I’m really enjoying Black Card,2
8267,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8268,I Love my credit card,1
8269,Such good news,2
8270,Just nice.,2
8271,This was amazing.,1
8272,It is a no coincidence,2
8273,I’m really enjoying Black Card,2
8274,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8275,I Love my credit card,1
8276,Such good news,2
8277,Just nice.,2
8278,This was amazing.,2
8279,It is a no coincidence,2
8280,I Love my credit card,2
8281,Just nice.,0
8282,I spent a couple of hours doing payment,0
8283,Ok I am LOVING THIS,2
8284,Ok I am LOVING THIS,2
8285,Ok I am LOVING THIS,2
8286,I Love my credit card,2
8287,Appreciated you attention in the contact center,2
8288,Appreciate the conversations  and actions brought together in new things with your products and service.,0
8289,Ok I am LOVING THIS,1
8290,Ok I am LOVING THIS,2
8291,As amazing of this is,2
8292,As extremely amazing as this is,0
8293,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
8294,I Love my credit card,1
8295,I love u guys,2
8296,Just nice.,2
8297,I spent a couple of hours doing payment,2
8298,Ok I am LOVING THIS,2
8299,I hate that service in this bank,0
8300,Ok I am LOVING THIS,2
8301,I love u guys,2
8302,Appreciated you attention in the contact center,2
8303,Appreciate the conversations  and actions brought together in new things with your products and service.,2
8304,Ok I am LOVING THIS,2
8305,Ok I am LOVING THIS,2
8306,As amazing of this is,2
8307,As extremely amazing as this is,2
8308,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
8309,I love u guys,2
8310,I love u guys,1
8311,Just nice.,2
8312,I spent a couple of hours doing payment,0
8313,Ok I am LOVING THIS,2
8314,Ok I am LOVING THIS,2
8315,Ok I am LOVING THIS,1
8316,I love u guys,2
8317,Appreciated you attention in the contact center,2
8318,Appreciate the conversations  and actions brought together in new things with your products and service.,0
8319,Ok I am LOVING THIS,2
8320,Ok I am LOVING THIS,2
8321,As amazing of this is,2
8322,As extremely amazing as this is,0
8323,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
8324,I love u guys,2
8325,I love u guys,2
8326,Just nice.,2
8327,I spent a couple of hours doing payment,2
8328,I hate the ebanking I prefer mobile app,0
8329,I hate that service in this bank,0
8330,Ok I am LOVING THIS,2
8331,I love u guys,2
8332,Appreciated you attention in the contact center,0
8333,Appreciate the conversations  and actions brought together in new things with your products and service.,2
8334,Ok I am LOVING THIS,2
8335,Ok I am LOVING THIS,2
8336,As amazing of this is,2
8337,As extremely amazing as this is,1
8338,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,1
8339,I love u guys,2
8340,I love u guys,2
8341,Just nice.,2
8342,I spent a couple of hours doing payment,0
8343,Ok I am LOVING THIS,2
8344,Ok I am LOVING THIS,2
8345,Ok I am LOVING THIS,2
8346,I love u guys,2
8347,Appreciated you attention in the contact center,2
8348,Appreciate the conversations  and actions brought together in new things with your products and service.,2
8349,Ok I am LOVING THIS,2
8350,Ok I am LOVING THIS,2
8351,As amazing of this is,2
8352,As extremely amazing as this is,0
8353,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
8354,I love u guys,2
8355,Ok I am LOVING THIS,2
8356,I’m really enjoying Black Card,0
8357,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8358,I love u guys,2
8359,Such good news,0
8360,Just nice.,2
8361,This was amazing.,0
8362,It is a no coincidence,2
8363,I’m really enjoying Black Card,2
8364,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8365,I love u guys,2
8366,Such good news,2
8367,Just nice.,2
8368,This was amazing.,2
8369,It is a no coincidence,2
8370,I’m really enjoying Black Card,1
8371,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8372,I love u guys,2
8373,Such good news,0
8374,Ok I am LOVING THIS,2
8375,I’m really enjoying Black Card,0
8376,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
8377,I love u guys,2
8378,Such good news,2
8379,Just nice.,2
8380,This was amazing.,2
8381,It is a no coincidence,2
8382,I’m really enjoying Black Card,0
8383,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
8384,I love u guys,1
8385,Such good news,2
8386,Just nice.,2
8387,This was amazing.,0
8388,It is a no coincidence,1
8389,I’m really enjoying Black Card,2
8390,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8391,I love u guys,2
8392,Such good news,0
8393,I hate the ebanking I prefer mobile app,0
8394,I’m really enjoying Black Card,2
8395,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8396,I love u guys,2
8397,Such good news,1
8398,Just nice.,1
8399,This was amazing.,0
8400,It is a no coincidence,0
8401,I’m really enjoying Black Card,2
8402,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
8403,I love u guys,2
8404,Such good news,0
8405,Just nice.,2
8406,This was amazing.,1
8407,It is a no coincidence,2
8408,I’m really enjoying Black Card,2
8409,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
8410,I love u guys,2
